number,val_loss,train_loss,alpha,dropout,layer_size,lr,num_layers,optimizer,duration_sec,mae,r2,seed,duration
35,7.0802593654661905e-06,8.88218346517533e-06,0.0,0.0,939,0.00031111686605142546,11,AdamW,0.8915355205535889,0.0023720739409327507,-3.6687169075012207,15557,0 days 00:00:00.892859
102,7.229140010167612e-06,7.291142082976876e-06,0.0,0.0,814,0.0008766108422630687,10,AdamW,0.8374025821685791,0.0024077221751213074,-3.76688814163208,15557,0 days 00:00:00.839142
75,7.521229235862847e-06,2.892815018640249e-07,0.0,0.0,865,0.00035750632917288215,4,AdamW,0.8460545539855957,0.002377683762460947,-3.9594922065734863,15557,0 days 00:00:00.846452
16,9.142241651716176e-06,1.5498459106311202e-05,0.0,0.0,379,2.136601264588535e-05,20,AdamW,0.641826868057251,0.002761466894298792,-5.028385162353516,15557,0 days 00:00:00.642850
26,9.264498658012599e-06,1.5619440091541037e-05,0.0,0.0,852,1.3112029707339196e-05,25,AdamW,2.528024911880493,0.002783516887575388,-5.109002113342285,15557,0 days 00:00:02.529425
148,1.0698557161958888e-05,9.215410159413295e-07,0.0,0.0,819,0.0008939163149684721,5,AdamW,2.226010322570801,0.002548182848840952,-6.054618835449219,15557,0 days 00:00:02.227407
28,1.227417124027852e-05,2.3259719455381855e-05,0.0,0.0,1018,4.476516083215543e-05,11,AdamW,0.6629838943481445,0.0032849726267158985,-7.0935773849487305,15557,0 days 00:00:00.664515
90,1.4446799468714744e-05,1.9663395505631343e-05,0.0,0.0,795,0.0007178386343220158,27,AdamW,1.5411016941070557,0.0035958681255578995,-8.526206970214844,15557,0 days 00:00:01.543897
67,2.7725631298380904e-05,8.126162924781966e-07,0.0,0.0,812,0.0004582368873983664,4,AdamW,0.6011552810668945,0.004074952099472284,-17.282258987426758,15557,0 days 00:00:00.602751
31,3.460704465396702e-05,7.057213224470615e-06,0.0,0.0,583,9.717997787782585e-05,4,AdamW,0.2251582145690918,0.004702514503151178,-21.819854736328125,15557,0 days 00:00:00.225448
17,3.5497196222422644e-05,7.736346105957637e-07,0.0,0.0,519,3.2615948314385782e-06,5,AdamW,0.4452245235443115,0.004903788678348064,-22.40682029724121,15557,0 days 00:00:00.445382
65,3.974043647758663e-05,3.1081951874512015e-06,0.0,0.0,713,4.740230016165013e-06,5,AdamW,0.46301746368408203,0.005547368433326483,-25.204814910888672,15557,0 days 00:00:00.463552
11,9.018173295771703e-05,2.0568646505125798e-05,0.0,0.0,347,4.775584877715783e-06,7,AdamW,1.5893738269805908,0.00799041148275137,-58.465763092041016,15557,0 days 00:00:01.589994
114,0.000191720318980515,0.0003353944921400398,0.0,0.0,896,0.0007153021082351049,4,AdamW,0.280869722366333,0.010259834118187428,-125.42020416259766,15557,0 days 00:00:00.282294
